scorer,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000,DLC_resnet50_joshTrainDataOct2shuffle1_550000
bodyparts,head,head,head,AFD Soma,AFD Soma,AFD Soma,neck,neck,neck,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,vulva,vulva,vulva,bodypart6,bodypart6,bodypart6,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,407.4189453125,284.8645935058594,1.0,420.9374084472656,270.1146545410156,1.0,440.1850280761719,266.4369812011719,0.9999997615814209,462.216796875,275.54107666015625,0.9999997615814209,474.735595703125,292.0265197753906,0.9999998807907104,476.1830749511719,315.9343566894531,0.9999996423721313,463.3375549316406,333.7010498046875,0.9999955892562866,442.0289001464844,346.361083984375,0.9999991655349731
1,403.5912170410156,281.9908142089844,1.0,420.65936279296875,272.4694519042969,1.0,441.3408508300781,265.83135986328125,1.0,463.6670227050781,275.9501037597656,0.9999997615814209,475.940185546875,292.6365051269531,1.0,477.7353515625,316.56884765625,0.9999997615814209,464.4906005859375,332.6249694824219,0.9999983310699463,442.5956726074219,343.07769775390625,0.9999997615814209
2,402.0465393066406,278.13336181640625,1.0,420.80474853515625,270.8084716796875,1.0,441.28759765625,267.7283630371094,0.9999998807907104,464.2444763183594,277.654541015625,0.9999991655349731,475.9625549316406,295.221923828125,0.9999996423721313,476.95562744140625,318.93646240234375,0.9999996423721313,466.5970458984375,337.91046142578125,0.9999998211860657,446.8276672363281,349.4987487792969,0.9999996423721313
3,399.86297607421875,275.84881591796875,1.0,416.7286682128906,271.72393798828125,1.0,438.3485107421875,269.562744140625,1.0,462.2549133300781,277.4244689941406,0.9999995827674866,475.3990783691406,295.8844909667969,0.9999995231628418,477.24481201171875,319.9297180175781,0.9999998807907104,466.8173828125,339.0018615722656,0.9999998807907104,447.467529296875,350.8583068847656,0.9999996423721313
4,397.5408935546875,276.80084228515625,1.0,414.9651184082031,271.3178405761719,0.9999998807907104,435.48193359375,270.7017822265625,1.0,458.94232177734375,276.8381042480469,0.9999997615814209,475.48419189453125,294.1421813964844,0.9999998807907104,477.9822082519531,318.39849853515625,0.9999997615814209,466.5996398925781,335.89605712890625,0.9999996423721313,444.65716552734375,345.84686279296875,0.9999994039535522
5,396.83770751953125,277.4003601074219,1.0,414.03619384765625,272.7843017578125,1.0,435.4515686035156,272.47430419921875,1.0,459.6634826660156,277.4053039550781,0.9999997615814209,476.8101501464844,294.97882080078125,0.9999998807907104,479.30010986328125,318.83441162109375,0.9999997615814209,466.7879943847656,335.4379577636719,0.9999994039535522,441.9568176269531,342.6827697753906,0.9999995231628418
6,390.4393615722656,269.4810485839844,1.0,412.73223876953125,273.74041748046875,0.9999998807907104,435.5845031738281,274.38916015625,0.9999998807907104,460.8709716796875,277.32757568359375,0.9999997615814209,477.4882507324219,295.9317932128906,0.9999997019767761,480.56353759765625,319.4213562011719,0.9999998211860657,471.60772705078125,336.5443115234375,0.9999997019767761,449.924560546875,344.3265686035156,0.9999998807907104
7,382.36627197265625,251.7082977294922,1.0,399.4217529296875,265.6310119628906,0.9999997019767761,421.26544189453125,274.398681640625,0.9999998807907104,446.19732666015625,279.8713073730469,0.9999994039535522,467.5841369628906,291.1244812011719,0.9999998807907104,479.6571350097656,310.71630859375,0.9999996423721313,480.4949035644531,331.0606384277344,0.9999999403953552,467.7488098144531,351.6573791503906,0.9999998807907104
8,386.9974365234375,232.97293090820312,1.0,396.6095886230469,253.5010528564453,0.9999998807907104,413.0279541015625,270.51214599609375,0.9999986886978149,435.7427062988281,283.04193115234375,0.9999996423721313,459.03118896484375,297.51507568359375,0.9999991655349731,476.554931640625,314.07427978515625,0.9999994039535522,485.9771728515625,337.75067138671875,0.9999995231628418,479.96575927734375,367.52850341796875,0.9999995827674866
9,390.6914978027344,226.3700714111328,1.0,395.82586669921875,249.5678253173828,0.9999996423721313,410.2650146484375,270.9343566894531,0.9999994039535522,433.1768798828125,286.1238708496094,0.9999992847442627,455.0076599121094,301.5400695800781,0.9999995231628418,477.45599365234375,316.8381652832031,0.9999986886978149,490.54376220703125,339.5404357910156,0.9999980926513672,493.724853515625,368.3927307128906,0.9999945163726807
10,391.8746032714844,225.51309204101562,1.0,390.9159240722656,248.19589233398438,0.9999998807907104,401.2061767578125,271.19207763671875,0.9999978542327881,421.1722412109375,286.1324462890625,0.9999986886978149,446.9122009277344,299.97137451171875,0.9999994039535522,472.1598205566406,316.6752014160156,0.9999973773956299,490.1189880371094,336.6117858886719,0.9999988675117493,501.8642272949219,364.5569152832031,0.9999986886978149
11,398.07342529296875,228.04136657714844,1.0,391.0984191894531,245.55894470214844,1.0,392.6024475097656,267.8150939941406,0.9999992251396179,410.65545654296875,287.13470458984375,0.9999908208847046,434.1894226074219,300.91583251953125,0.9999995231628418,464.0921630859375,317.02947998046875,0.9999972581863403,482.9263916015625,330.96331787109375,0.9999983310699463,505.0267333984375,351.3761291503906,0.9999978542327881
12,401.3982849121094,229.78599548339844,1.0,393.86077880859375,245.84523010253906,1.0,389.4405822753906,266.42144775390625,0.9999996423721313,403.3293762207031,288.989990234375,0.9999997615814209,427.2744140625,303.9526062011719,0.9999995827674866,456.180419921875,318.45458984375,0.9999924898147583,477.70953369140625,327.1640930175781,0.9999967813491821,504.7900085449219,342.263916015625,0.9999982118606567
13,404.1204528808594,230.05007934570312,1.0,396.5629577636719,246.6541748046875,1.0,388.3305358886719,265.3597412109375,0.9999999403953552,396.93896484375,289.4705810546875,0.9999995231628418,419.534423828125,306.8204345703125,0.9999996423721313,446.3055725097656,316.0600280761719,0.9999943971633911,465.4566955566406,323.84063720703125,0.9999995231628418,491.9867248535156,328.6236267089844,0.9999979138374329
14,410.1409912109375,235.22201538085938,1.0,397.8155517578125,251.85520935058594,1.0,386.34375,269.03753662109375,1.0,392.1256408691406,289.89111328125,0.9999996423721313,413.2166442871094,309.5433654785156,0.9999997615814209,438.47265625,316.6957702636719,0.9999995827674866,460.19775390625,318.9952697753906,0.9999990463256836,483.6169128417969,319.1918029785156,0.999998927116394
15,411.56549072265625,234.5330810546875,1.0,403.4679870605469,253.15060424804688,1.0,391.0126037597656,272.3503723144531,1.0,392.6698303222656,293.6961975097656,0.9999997019767761,410.3802490234375,313.835205078125,0.999998927116394,437.0782775878906,323.0639343261719,0.9999997615814209,461.0936279296875,320.0185546875,0.9999995231628418,484.1809387207031,316.5703430175781,0.9999974370002747
16,409.3060607910156,227.43630981445312,1.0,409.4062194824219,247.95921325683594,0.9999998807907104,399.8505859375,270.93109130859375,0.9999995231628418,398.378173828125,294.3436279296875,0.9999997019767761,413.4447326660156,320.70794677734375,0.9999995231628418,434.494140625,333.2492370605469,0.9999997615814209,456.7949523925781,331.1111145019531,0.9999994039535522,476.6500549316406,325.190185546875,0.9999985694885254
17,397.1958312988281,217.5839080810547,1.0,405.2436828613281,238.26824951171875,0.9999998807907104,408.6866760253906,258.2966003417969,0.9999942779541016,408.3315734863281,290.5818786621094,0.9999912977218628,419.7007751464844,318.7030029296875,0.9999996423721313,436.919189453125,338.3875732421875,0.9999997615814209,457.1216125488281,344.51776123046875,0.9999988079071045,479.716064453125,342.236572265625,0.9999995827674866
18,382.2726135253906,215.56735229492188,1.0,399.818115234375,231.28648376464844,1.0,409.279296875,249.80271911621094,0.9999990463256836,414.660888671875,273.0721130371094,0.9999998211860657,419.43743896484375,293.7539367675781,0.9999998211860657,429.3429870605469,319.62994384765625,0.9999958276748657,445.056396484375,343.4588317871094,0.9999901056289673,478.69488525390625,352.462158203125,0.9999998211860657
19,374.0538330078125,218.2919921875,1.0,394.9186706542969,230.29869079589844,0.9999998807907104,410.028076171875,246.45591735839844,0.999999463558197,419.7493896484375,270.6673889160156,0.9999998807907104,427.1231689453125,292.1907958984375,0.9999998211860657,436.52764892578125,320.4130554199219,0.9999992847442627,446.89202880859375,344.6609802246094,0.999999463558197,480.9477233886719,360.4725036621094,0.9999998807907104
20,367.48773193359375,223.78634643554688,1.0,387.4083251953125,234.04046630859375,1.0,406.3721923828125,246.51608276367188,0.9999998807907104,422.7077331542969,266.348876953125,0.9999995231628418,435.9037780761719,290.9253845214844,0.9999998807907104,443.4681701660156,319.146728515625,0.9999997615814209,449.0289306640625,343.8141784667969,0.9999999403953552,472.33056640625,366.5685119628906,0.9999997615814209
